PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,SHOT_TYPE,SHOT_DISTANCE,SHOT_MADE_FLAG,YEAR,MONTH,DAY,HOME,Above the Break 3,Backcourt,In The Paint (Non-RA),Left Corner 3,Mid-Range,Restricted Area,Right Corner 3,Back Court(BC),Center(C),Left Side Center(LC),Left Side(L),Right Side Center(RC),Right Side(R),Driving Layup Shot,Jump Shot,Layup Shot,Pullup Jump shot,Step Back Jump shot,LOC_RATIO
3,9,32,0,19,0,2017,1,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-9.497866577015307
3,8,10,0,3,0,2017,1,16,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.10522494104357243
3,6,23,1,23,0,2017,1,16,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.2355069430441923
3,5,15,1,24,1,2017,1,16,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0785021522617482
3,2,48,0,16,0,2017,1,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-5.424252211936703
3,1,28,1,25,0,2017,1,16,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9.150574709966584
3,0,10,0,3,0,2017,1,16,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.13528920991316457
3,0,1,1,25,0,2017,1,16,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.8204417720949433
1,9,32,0,7,0,2017,1,18,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.13853094647925282
1,8,28,1,29,1,2017,1,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.028722488829207072
1,7,8,0,2,1,2017,1,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.003006426886959212
1,3,48,1,26,0,2017,1,18,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.2295788715012725
1,2,51,0,2,1,2017,1,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.06313496462614346
1,2,41,0,22,0,2017,1,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.9689082750649955
2,3,51,0,0,0,2017,1,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.021617363932871194
2,2,52,0,2,0,2017,1,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.10061854097339734
2,1,1,0,2,1,2017,1,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0028891499222020293
2,0,39,1,28,0,2017,1,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.23521450443221037
2,0,0,1,52,0,2017,1,18,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.03675160361418414
3,5,45,1,27,1,2017,1,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0898107916983548
3,2,18,0,1,0,2017,1,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.03484075978215726
4,4,48,1,26,0,2017,1,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0834447979303294
1,11,25,1,26,0,2017,1,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.06772764832638489
1,2,20,1,25,1,2017,1,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.7758721740564187
1,1,58,1,25,0,2017,1,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-4.792234005571475
1,0,57,0,19,1,2017,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-3.1099243884114984
2,5,8,1,26,0,2017,1,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.1341542913003115
2,0,39,0,19,0,2017,1,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-7.953696248591125
2,0,0,1,24,1,2017,1,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.7198625393152904
3,9,22,1,26,0,2017,1,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.4149717917511544
3,6,14,1,28,1,2017,1,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.08024965445334237
3,5,58,1,24,1,2017,1,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.823269301464547
3,4,10,0,2,0,2017,1,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.09380204556734648
3,1,25,1,27,0,2017,1,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.044860664676558804
3,0,1,1,24,0,2017,1,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-18.524279458840464
4,5,15,0,18,0,2017,1,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.168843149086839
4,4,50,0,18,0,2017,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.207393009426327
4,3,20,1,23,1,2017,1,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5215115159437456
1,8,45,1,25,0,2017,1,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.740842756181968
1,4,47,1,26,1,2017,1,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.753735026848807
1,4,0,1,25,0,2017,1,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4258907342242595
1,0,0,0,1,0,2017,1,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.060331464637458476
2,1,3,1,23,1,2017,1,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.2301468261546296
3,10,51,1,23,0,2017,1,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.2676676443815682
3,6,54,1,27,1,2017,1,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.2704398127527492
3,5,19,1,25,0,2017,1,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9.384604753699744
3,2,49,1,25,0,2017,1,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.11884994288650533
3,1,30,1,22,1,2017,1,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0241965740045116
3,0,5,1,28,0,2017,1,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.3596601691143624
1,10,23,1,24,1,2017,1,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.07192631217459827
1,9,55,1,24,0,2017,1,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.694941863893447
1,9,31,0,2,0,2017,1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.11803982211676659
1,5,33,1,24,1,2017,1,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.823269301464547
1,3,42,0,17,0,2017,1,23,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8406343265437153
1,0,48,1,24,0,2017,1,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.1324958382163652
1,0,27,1,25,1,2017,1,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.16206810393614363
2,4,56,1,25,0,2017,1,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.780132285392204
2,0,31,0,1,0,2017,1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0027806790972811184
3,5,43,0,18,1,2017,1,23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.3350953515103203
3,4,7,1,24,0,2017,1,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.48236215058514764
3,1,0,1,24,0,2017,1,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-14.21172895953233
4,3,52,1,25,0,2017,1,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.6768502675577721
4,0,0,0,21,0,2017,1,23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0428789206771472
1,10,2,0,15,1,2017,1,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.6680205184192114
1,8,7,1,24,1,2017,1,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6214962295951887
1,5,29,0,1,1,2017,1,25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.07032575213496949
1,5,2,1,26,1,2017,1,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6494376926775511
1,1,57,0,14,0,2017,1,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.2730711485830417
1,1,32,1,30,1,2017,1,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8773826389153605
1,1,4,1,31,0,2017,1,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3346337404924217
2,4,17,1,25,0,2017,1,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.4731994222013044
2,0,1,0,1,0,2017,1,25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.057871906674233996
3,11,34,0,16,0,2017,1,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-10.659573343001691
3,6,10,1,24,0,2017,1,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6620125621673512
3,4,53,1,24,1,2017,1,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5861130327468905
3,2,35,0,22,1,2017,1,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.217806288148018
3,1,7,1,31,0,2017,1,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6744162366979679
3,0,0,1,67,0,2017,1,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.14573800096374884
4,4,48,0,1,1,2017,1,25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.05826781136593993
4,3,30,1,23,1,2017,1,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.4634041571677043
4,2,33,0,2,0,2017,1,25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.002934945345782711
4,1,8,1,24,1,2017,1,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4331557650061235
4,0,25,1,33,0,2017,1,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0516553995646063
1,5,34,1,25,0,2017,1,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.163073181342345
1,2,10,1,25,0,2017,1,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.262910479718633
1,1,34,0,19,0,2017,1,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5.620897503443756
1,1,5,1,23,1,2017,1,28,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.2862856724437013
1,0,5,1,26,0,2017,1,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.1401549535739073
2,4,40,0,2,0,2017,1,28,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.11400784298852586
2,2,38,1,27,1,2017,1,28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-6.310342218957554
2,0,1,1,51,1,2017,1,28,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.21246490520609854
3,11,20,0,14,1,2017,1,28,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.6757905622911913
3,9,46,0,1,1,2017,1,28,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.049488492243126674
3,6,58,1,26,0,2017,1,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.4417265194554418
3,5,41,1,25,1,2017,1,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.22324275794386253
3,3,7,1,30,1,2017,1,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2137100228106756
3,2,45,1,27,1,2017,1,28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.6804568418962125
3,1,28,1,29,1,2017,1,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9857026389213622
3,1,5,1,23,0,2017,1,28,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.5355589281281714
3,0,24,1,25,1,2017,1,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.847734286252805
3,0,0,1,57,0,2017,1,28,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.05895934988994083
1,11,38,1,26,1,2017,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-4.280893505803189
1,10,22,1,25,1,2017,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-31.24622231887478
1,6,47,1,25,1,2017,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-85.08497699985236
1,3,25,1,27,0,2017,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9958675225204446
1,1,44,0,0,0,2017,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.023441917378323157
1,1,27,1,25,1,2017,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-7.3041782595242815
1,1,4,1,26,0,2017,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.948744117755758
1,0,1,1,29,1,2017,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.5585808012121356
2,3,37,1,26,1,2017,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.5099030131664475
3,9,8,0,20,0,2017,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.977585235630953
3,8,36,1,26,0,2017,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.3013715077467796
3,6,53,1,26,1,2017,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.1759245207448534
3,6,17,0,1,1,2017,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.03484075978215726
3,4,58,1,24,0,2017,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-29.260171122736182
3,1,19,0,20,1,2017,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.2670566098149036
3,0,56,1,25,1,2017,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19.339528921576722
3,0,4,1,28,1,2017,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3788414511383684
1,5,40,1,25,0,2017,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.8445640334837503
1,1,25,1,23,0,2017,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.029064998586636
1,0,3,1,26,0,2017,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3905933687232754
2,4,34,0,21,0,2017,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2818421869403653
2,2,37,1,24,1,2017,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4681746474619524
3,10,54,1,27,1,2017,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.088332868991858
3,7,43,1,25,0,2017,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.3393491844366827
3,2,48,0,15,1,2017,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.3988810286403672
3,2,18,1,26,0,2017,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.23572564863420434
3,0,56,0,12,1,2017,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.1437715835799127
4,5,14,1,26,1,2017,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10.617250839838208
4,3,27,1,26,0,2017,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-10.067651972834817
4,3,8,0,19,0,2017,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9923745023490138
1,11,4,0,20,0,2017,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.034401307574802774
1,9,24,1,25,1,2017,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.12707664682958328
1,8,49,0,19,1,2017,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5669273757416886
1,8,25,1,26,0,2017,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.543828526541282
1,2,41,1,25,1,2017,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.8815352866831048
1,2,7,0,3,1,2017,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.11918585523985709
1,1,5,1,25,1,2017,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19.158362374301998
1,0,18,1,25,0,2017,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8450560244136018
2,1,36,0,2,1,2017,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.14342168175788425
2,0,0,1,26,0,2017,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.009429025945368173
3,9,25,1,24,1,2017,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.9443165092314176
3,3,17,1,26,1,2017,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0162103661295008
3,0,0,1,29,1,2017,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8517553437315917
4,6,1,1,26,0,2017,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.3808400748702734
4,3,38,1,25,1,2017,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-4.821833607329107
4,1,30,1,26,0,2017,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.5769512960614196
4,0,16,1,27,0,2017,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.15354748258105821
5,2,11,1,27,1,2017,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.8019450890519101
5,0,6,0,3,0,2017,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0752575588531315
5,0,4,0,6,0,2017,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.37256054360420104
1,9,29,1,23,1,2017,2,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.2059564162404026
1,8,21,1,25,0,2017,2,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.9791919013046497
1,6,57,0,7,0,2017,2,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3897323501019334
1,3,12,1,29,0,2017,2,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.21943266497570169
1,0,32,0,21,1,2017,2,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-6.623050237648449
2,3,21,0,15,0,2017,2,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.07677204500952034
2,1,20,0,2,0,2017,2,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0028891499222020293
3,9,36,1,25,0,2017,2,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.061225728153654256
3,7,15,0,17,1,2017,2,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.1413259358211427
3,3,59,0,16,1,2017,2,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-12.51963312097514
1,9,12,0,20,0,2017,2,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-11.171820073347506
1,4,47,0,20,0,2017,2,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3.2265846901781
1,4,21,1,25,0,2017,2,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.830678183101708
1,1,7,1,23,1,2017,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.0335489419355974
1,0,48,1,25,0,2017,2,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5066676049345213
2,4,0,1,25,0,2017,2,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7792003970990846
2,2,44,1,23,1,2017,2,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.240867059933755
3,4,40,0,0,1,2017,2,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0226455286986133
4,6,54,0,1,0,2017,2,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.07032575213496949
4,4,56,1,25,0,2017,2,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4656282314460835
1,9,46,0,16,1,2017,2,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-7.2013702541702544
1,8,13,1,23,0,2017,2,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7313456191234036
1,4,26,1,24,0,2017,2,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7377473229007635
1,1,46,1,24,0,2017,2,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.206405282307769
1,0,10,1,25,1,2017,2,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.16829069444998868
1,0,0,1,44,0,2017,2,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1648291107564341
2,4,54,1,23,1,2017,2,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.8329454264806446
2,3,56,0,18,1,2017,2,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1153843750618677
2,1,26,1,22,0,2017,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.4132661132390465
2,0,30,1,23,1,2017,2,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.7110540421940077
3,6,48,0,2,1,2017,2,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.1414988344391966
3,2,9,0,6,0,2017,2,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.1637911579579621
3,2,5,0,0,1,2017,2,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.002604657486480351
3,1,21,0,20,0,2017,2,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-5.001233420999163
3,0,58,1,24,0,2017,2,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.7094119049449953
3,0,0,1,45,0,2017,2,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.231431764622318
4,2,19,1,24,1,2017,2,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.3867377645200951
1,11,24,0,16,1,2017,2,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2.29951052130364
1,10,48,1,24,0,2017,2,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-14.883629999997165
1,8,56,0,21,1,2017,2,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.7742708780053453
1,7,54,1,24,0,2017,2,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-29.260171122736182
1,6,52,0,21,0,2017,2,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7444347445823785
1,4,58,1,25,0,2017,2,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3277377212930905
1,3,59,0,19,1,2017,2,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-5.377777352870193
1,0,5,1,24,0,2017,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-2.6861438203679375
2,5,42,0,8,0,2017,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.4817477621426774
2,2,36,1,26,1,2017,2,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.2293975895420455
2,2,9,1,25,0,2017,2,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-9.518053105831427
2,1,43,1,26,0,2017,2,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.016739288404307
2,0,1,1,25,0,2017,2,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.0388627938208015
3,11,37,1,23,0,2017,2,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9943570530317672
3,9,44,1,24,0,2017,2,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.203930405909338
3,8,25,1,24,0,2017,2,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.04388459570299004
3,4,42,0,2,0,2017,2,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.14055661667205344
1,10,23,0,7,0,2017,2,15,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.34143287996519855
1,7,25,0,17,0,2017,2,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-396.8625680868904
