PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,SHOT_TYPE,SHOT_DISTANCE,SHOT_MADE_FLAG,YEAR,MONTH,DAY,HOME,Above the Break 3,Backcourt,In The Paint (Non-RA),Left Corner 3,Mid-Range,Restricted Area,Right Corner 3,Back Court(BC),Center(C),Left Side Center(LC),Left Side(L),Right Side Center(RC),Right Side(R),Driving Layup Shot,Jump Shot,Layup Shot,Pullup Jump shot,Step Back Jump shot,LOC_RATIO
4,3,7,0,6,1,2011,3,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.032331787645153445
4,1,41,0,13,1,2011,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.9018192825452049
4,1,9,0,8,0,2011,3,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.21948465571643863
4,0,29,1,31,0,2011,3,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.020723859234121105
1,10,28,0,23,0,2011,3,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7.9661385925640396
1,7,11,0,2,1,2011,3,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.13168068680248715
2,1,30,0,12,0,2011,3,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.05009668712539754
2,0,33,1,26,1,2011,3,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.12996641347445506
2,0,5,0,2,1,2011,3,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.10211833633375594
4,10,33,0,18,1,2011,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.8719003452924715
4,8,16,0,22,0,2011,3,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0883421066354928
4,7,20,1,22,1,2011,3,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0667434268711322
4,6,39,0,2,1,2011,3,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.09774734240343787
4,5,43,1,24,0,2011,3,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.203930405909338
4,2,51,0,2,0,2011,3,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.11780011668737998
4,0,56,0,18,0,2011,3,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.8026412231076432
4,0,1,1,23,0,2011,3,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0658117846864104
1,11,14,1,24,0,2011,3,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-28.63597278855109
1,9,10,1,25,0,2011,3,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-13.290520063567659
1,5,2,0,17,1,2011,3,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6003366045448248
2,2,19,1,25,0,2011,3,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-5.094325186351912
2,0,11,1,23,1,2011,3,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.4822299661655078
3,11,14,1,24,0,2011,3,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-842.0205809674236
3,7,17,1,27,1,2011,3,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.988074271985829
3,5,24,0,1,0,2011,3,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.05213114953023033
3,3,48,0,16,0,2011,3,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-19.703120862911177
3,2,37,1,25,0,2011,3,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.2708117287397418
3,0,44,1,26,0,2011,3,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.8865173631848663
4,6,21,0,18,0,2011,3,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-5.713375346490309
4,5,2,0,21,1,2011,3,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.4265339361756335
4,3,34,1,25,1,2011,3,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-38.217068627416715
4,1,29,1,26,1,2011,3,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.23608499236218
5,1,34,0,22,0,2011,3,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.18815135593247495
1,5,41,0,19,0,2011,3,13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-31.59494528904692
1,3,59,1,25,1,2011,3,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.4650811287314713
1,3,31,1,24,1,2011,3,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.17952789151223197
1,1,39,0,2,1,2011,3,13,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.09977337832420921
1,1,8,0,17,0,2011,3,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.2192786077119897
1,0,33,0,8,0,2011,3,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0061539235850846565
2,0,47,0,15,0,2011,3,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.1986796906203434
3,7,50,0,17,0,2011,3,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,52.57197545402979
3,4,42,1,24,0,2011,3,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.4081570313901972
3,2,55,0,20,1,2011,3,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.8001318877121344
3,0,0,1,31,0,2011,3,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.96560794054298
4,11,11,1,25,1,2011,3,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.8602059040339305
4,4,52,1,26,1,2011,3,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.06292134355671686
4,2,53,0,20,1,2011,3,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.453891984123043
1,9,2,1,25,0,2011,3,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.1476620502529309
2,9,18,0,20,1,2011,3,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-20.34459192752289
2,8,51,1,24,0,2011,3,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4256845488420724
2,6,15,1,22,0,2011,3,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.6128263003996803
2,3,54,1,23,1,2011,3,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.348194692814851
2,1,16,1,24,1,2011,3,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.8721084082427693
3,11,30,0,20,0,2011,3,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.5901319633381
3,9,47,1,24,1,2011,3,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.4638467861510651
3,7,59,0,4,0,2011,3,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.2264759350778524
3,7,25,1,23,1,2011,3,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.6507279468611133
3,6,33,1,25,1,2011,3,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.5178866924341053
3,5,14,0,6,0,2011,3,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3260049740883306
3,5,0,0,2,0,2011,3,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.008946647829048505
1,6,39,1,22,1,2011,3,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.3016048114216812
1,3,25,1,25,1,2011,3,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.23669744919153293
2,1,23,0,19,0,2011,3,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.454581869370704
3,7,14,0,4,0,2011,3,16,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.1617606000851185
3,6,31,0,1,0,2011,3,16,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.05469780721608737
4,0,7,1,26,0,2011,3,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3874630103229406
4,0,3,1,28,0,2011,3,16,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.5851024166494737
1,9,41,0,20,1,2011,3,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.9548378895346801
1,6,7,0,2,1,2011,3,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.128014275580927
1,2,24,1,24,0,2011,3,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.8422475138129007
1,2,5,1,24,1,2011,3,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.4338981965484439
2,2,3,0,18,0,2011,3,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-18.692109047678
3,8,9,0,21,1,2011,3,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.9913234978858125
3,7,12,0,15,0,2011,3,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7280299824590243
3,3,50,1,24,1,2011,3,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9161279567170469
3,1,2,1,22,0,2011,3,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0050445496917655
4,2,51,0,19,0,2011,3,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.696828016362126
4,1,40,0,18,0,2011,3,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,7.577075652164453
4,0,41,1,25,0,2011,3,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.991297430088702
1,8,35,0,19,1,2011,3,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.380491705568209
2,5,38,0,20,0,2011,3,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.1954489231324616
2,4,38,1,24,0,2011,3,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.515458195540291
2,1,16,1,24,0,2011,3,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.38698234392636677
3,9,44,0,18,0,2011,3,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6363968855456282
3,9,40,0,18,1,2011,3,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3.2619797359081617
3,8,9,0,21,1,2011,3,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.6768647276523829
3,7,37,1,24,1,2011,3,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.299030906374896
4,4,23,0,21,0,2011,3,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.6106577175697058
1,9,47,0,0,0,2011,3,21,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.032489456252936436
2,3,35,0,20,1,2011,3,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.6087299979970249
2,0,59,0,20,0,2011,3,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05865316742346966
3,8,36,0,10,0,2011,3,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6264897519018129
3,6,54,0,1,0,2011,3,21,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.07346810998314164
4,3,56,1,25,1,2011,3,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.165173612068229
4,2,32,0,18,1,2011,3,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.27152827356551745
4,0,26,1,24,0,2011,3,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-5.2073251753893235
1,6,40,0,16,1,2011,3,23,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.982014108950559
1,5,42,0,2,0,2011,3,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.13708267331973298
1,5,40,0,7,0,2011,3,23,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.39774114715011166
1,4,6,0,15,1,2011,3,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.7720375001857919
2,11,23,0,1,1,2011,3,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.08308181178822117
2,2,54,0,2,0,2011,3,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.13168068680248715
2,1,41,1,24,0,2011,3,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.49070957013343414
2,0,54,0,4,0,2011,3,23,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.06954286250634403
3,8,19,1,25,1,2011,3,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.11386161323019336
3,7,34,0,19,0,2011,3,23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-3.2544113912069363
3,3,1,0,21,0,2011,3,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.443107663278609
3,2,52,0,2,1,2011,3,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.1268810009468796
3,2,13,1,25,1,2011,3,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.110042017932453
1,10,37,0,12,1,2011,3,25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.2970900144455825
1,5,35,1,23,1,2011,3,25,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.2233981977402586
1,1,7,0,0,1,2011,3,25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.002586465534334585
2,11,17,1,26,1,2011,3,25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.6405218233332755
2,7,7,1,22,1,2011,3,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.049242770176513
2,1,31,0,2,0,2011,3,25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.07564635199291815
2,1,26,0,4,0,2011,3,25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.024883236892081422
2,0,48,1,24,1,2011,3,25,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.2139110533467918
3,9,25,0,15,1,2011,3,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.4212576486629533
3,6,23,1,25,0,2011,3,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.37468472058512226
3,1,53,0,20,0,2011,3,25,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,55.031094909212385
3,0,53,1,22,0,2011,3,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.1295082398216572
1,11,13,1,22,1,2011,3,27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.1664959559848977
1,10,43,1,26,0,2011,3,27,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.6706599944968104
1,5,35,0,17,1,2011,3,27,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.9466645773642782
2,2,29,0,19,1,2011,3,27,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-4.087460006051106
3,10,31,1,23,0,2011,3,27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.6245198942401728
3,5,3,0,13,0,2011,3,27,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.826871192415125
3,4,36,1,26,0,2011,3,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.47900128496682454
4,1,24,0,16,0,2011,3,27,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.9441785415412376
1,8,53,1,23,1,2011,3,29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.6174103979852925
1,5,32,0,16,1,2011,3,29,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8777695729438783
1,2,3,0,0,1,2011,3,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.007348782318516735
2,0,38,1,25,0,2011,3,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.1333776958612638
3,9,41,0,3,0,2011,3,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.1693027366212228
3,8,46,1,22,1,2011,3,29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.3236603509480027
3,2,21,1,24,1,2011,3,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.3923021580904242
3,1,47,0,19,0,2011,3,29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.24004743848484322
3,1,32,0,1,1,2011,3,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.06242281602284833
3,0,4,0,1,1,2011,3,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.08074438208089088
4,11,29,0,1,1,2011,3,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.08573579371602856
4,9,40,0,23,1,2011,3,29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.5493664814000012
4,8,51,0,16,0,2011,3,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.0722110430201435
4,8,46,0,15,0,2011,3,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.7814205198689461
4,7,1,0,2,0,2011,3,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.002866783988327246
4,6,10,1,22,1,2011,3,29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.1561500938475595
4,1,16,1,22,1,2011,3,29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.2957810762475348
4,0,50,1,24,0,2011,3,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.2015658703603145
4,0,15,1,24,0,2011,3,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.130231123820988
1,10,20,1,23,0,2011,3,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.2499128391150054
1,9,51,0,2,0,2011,3,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.13473282331284678
3,10,56,0,21,0,2011,3,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5.838320419045818
3,10,31,1,25,1,2011,3,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0932901871429648
3,9,39,1,25,0,2011,3,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.389232478616657
3,7,38,1,23,0,2011,3,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.2958012835611799
3,0,14,1,26,0,2011,3,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.3599296996314703
4,6,32,0,1,0,2011,3,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.07543840800123136
4,4,24,1,25,0,2011,3,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.1086621964233314
1,11,37,0,17,1,2011,4,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-63.27525189377238
1,10,42,1,25,0,2011,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6735036874352386
1,4,9,0,7,0,2011,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.07197554811635468
1,1,56,0,18,1,2011,4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,14.689651974298112
3,8,8,0,2,0,2011,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.037854278631950455
3,7,42,0,3,0,2011,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.14075770683842037
4,6,51,1,25,0,2011,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-5.148195127884168
4,1,47,1,26,1,2011,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.9426105490482942
1,10,16,0,19,0,2011,4,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9771828765306267
1,9,13,1,23,1,2011,4,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.4567212236761657
1,6,51,0,23,0,2011,4,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.7454525438291206
1,6,28,0,14,0,2011,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.001342157609888
1,2,58,0,13,0,2011,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.024401155752925917
1,1,36,0,11,0,2011,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.8066481530930939
2,10,7,0,19,1,2011,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.9514973396284342
2,8,11,1,24,1,2011,4,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.1339933073768085
2,7,2,0,19,1,2011,4,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-5.121262169804312
2,5,37,0,3,0,2011,4,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.168120259731748
2,5,34,0,18,0,2011,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.0667856298410585
3,9,54,0,20,0,2011,4,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2.162966433271021
3,1,7,1,25,0,2011,4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-21.2196713167288
4,10,16,0,20,1,2011,4,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.116201032789951
4,8,57,0,17,0,2011,4,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6.191011774905592
4,6,15,1,27,0,2011,4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.5579878443129638
4,2,24,0,21,1,2011,4,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.15666075164034549
1,10,0,0,16,0,2011,4,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.18699246893741053
1,6,48,0,1,0,2011,4,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.07288908565033508
1,6,14,0,18,0,2011,4,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6.504480725533723
1,4,47,0,16,0,2011,4,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.3572646779429967
1,3,26,1,27,0,2011,4,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0280233457159262
1,2,28,1,25,0,2011,4,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-3.7113274394155424
2,5,43,0,19,1,2011,4,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.42373126644474923
2,3,10,0,2,1,2011,4,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.06020246375487216
2,0,1,0,20,0,2011,4,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.565273000303018
3,10,3,0,21,1,2011,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.3330461604941044
3,9,6,1,26,1,2011,4,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-15.341175118324047
3,6,53,0,17,0,2011,4,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.024952575771684
3,5,18,0,6,0,2011,4,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.32021996343380604
4,10,25,0,1,0,2011,4,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.047629184588133644
4,9,35,0,18,0,2011,4,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6.877026913015563
4,8,52,1,25,0,2011,4,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.7540171443513743
4,6,15,1,27,1,2011,4,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7242235385711083
4,2,27,0,18,0,2011,4,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-4.79044330750553
4,1,6,1,27,0,2011,4,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.19758765022486535
1,5,44,0,1,1,2011,4,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.008534285038728467
1,4,26,0,19,1,2011,4,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-4.969276657925684
1,3,33,0,21,1,2011,4,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4343853867248422
3,11,21,1,23,1,2011,4,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.3171246576437603
3,9,38,1,26,0,2011,4,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.820420438477485
3,8,1,1,25,1,2011,4,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.8445640334837503
